Rok,Miesiąc,Rodzaj świadczenia,Rozopznanie (Kod ICD-10),Liczba świadczeń,Kategoria
2016,marzec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),13,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),7,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2016,marzec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",175,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),35,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),74,Rowerzyści
2016,marzec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),127,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),21,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),22,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),13,Rowerzyści
2016,kwiecień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",253,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),71,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),175,Rowerzyści
2016,kwiecień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),236,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),28,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),71,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),14,Rowerzyści
2016,maj,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",408,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),5,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),131,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),415,Rowerzyści
2016,maj,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),517,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),28,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),71,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),18,Rowerzyści
2016,czerwiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",513,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),11,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),6,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),145,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),474,Rowerzyści
2016,czerwiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),545,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),26,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),77,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),20,Rowerzyści
2016,lipiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",490,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),131,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),433,Rowerzyści
2016,lipiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),540,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),30,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),66,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),19,Rowerzyści
2016,sierpień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",435,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),9,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),8,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),138,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),432,Rowerzyści
2016,sierpień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),545,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),24,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),51,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),21,Rowerzyści
2016,wrzesień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",473,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),6,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),102,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),342,Rowerzyści
2016,wrzesień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),451,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),10,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),17,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),10,Rowerzyści
2016,październik,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",274,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),6,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),7,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),40,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),134,Rowerzyści
2016,październik,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),229,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),21,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),9,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),7,Rowerzyści
2016,listopad,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",192,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),29,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),80,Rowerzyści
2016,listopad,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),185,Rowerzyści
2016,grudzień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),8,Rowerzyści
2016,grudzień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2016,grudzień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),9,Rowerzyści
2016,grudzień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",169,Rowerzyści
2016,grudzień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2016,grudzień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),28,Rowerzyści
2016,grudzień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),76,Rowerzyści
2016,grudzień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),128,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),10,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),<5,Rowerzyści
2017,styczeń,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",83,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),15,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),44,Rowerzyści
2017,styczeń,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),87,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),11,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),<5,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),6,Rowerzyści
2017,luty,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",75,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),16,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),49,Rowerzyści
2017,luty,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),114,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),16,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),9,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),7,Rowerzyści
2017,marzec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",184,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),46,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),109,Rowerzyści
2017,marzec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),174,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),22,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),14,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),6,Rowerzyści
2017,kwiecień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",188,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),52,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),168,Rowerzyści
2017,kwiecień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),273,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),32,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),59,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),17,Rowerzyści
2017,maj,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",405,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),11,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),114,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),308,Rowerzyści
2017,maj,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),462,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),76,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),75,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),28,Rowerzyści
2017,czerwiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",439,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),10,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),6,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),145,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),446,Rowerzyści
2017,czerwiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),531,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),72,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),80,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),20,Rowerzyści
2017,lipiec,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",408,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),11,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),144,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),425,Rowerzyści
2017,lipiec,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),500,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),100,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),78,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),16,Rowerzyści
2017,sierpień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",443,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),10,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),7,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),159,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),428,Rowerzyści
2017,sierpień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),607,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),66,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),38,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),14,Rowerzyści
2017,wrzesień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",376,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),76,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),209,Rowerzyści
2017,wrzesień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),360,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),66,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),29,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),22,Rowerzyści
2017,październik,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",324,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),8,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),9,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),9,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),61,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),127,Rowerzyści
2017,październik,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),269,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),57,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),23,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),15,Rowerzyści
2017,listopad,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",170,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),5,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),24,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),73,Rowerzyści
2017,listopad,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),159,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),63,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),10,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),16,Rowerzyści
2017,grudzień,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",129,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),6,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),22,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),64,Rowerzyści
2017,grudzień,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),144,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),61,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),13,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),14,Rowerzyści
2018,styczeń,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",107,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),<5,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),16,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),50,Rowerzyści
2018,styczeń,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),116,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),51,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),10,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w kolizji z dwu lub trzykołowym pojazdem mechanicznym (V12),11,Rowerzyści
2018,luty,łącznie,"Rowerzysta ranny w kolizji z samochodem, samochodem dostawczym, półciężarowym i ciężarowym (V13)",115,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w kolizji z ciężkim środkiem transportu lub autobusem (V14),12,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w kolizji z pociągiem lub pojazdem szynowym (V15),<5,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w kolizji z innym pojazdem niemechanicznym (V16),<5,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w kolizji z ustalonym lub stałym przedmiotem (V17),24,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w niekolizyjnym wypadku komunikacyjnym (V18),38,Rowerzyści
2018,luty,łącznie,Rowerzysta ranny w innych i nieokreślonych wypadkach komunikacyjnych (V19),94,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w kolizji z pieszym lub zwierzęciem (V10),41,Rowerzyści
2018,marzec,łącznie,Rowerzysta ranny w kolizji z innym rowerzystą (V11),9,Rowerzyści
